job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,salary_clean,revenue_clean,company_size_clean
data scientist,lead,on-site,company_244,"Columbus, OH . On-site",a month ago,"New York, NY, US",Finance,Public,"290,750",€350.17B,"€155,271","['sql', 'machine learning', 'tableau', 'python']",155271,350.17,290750
data scientist,senior,on-site,company_445,On-site,20 hours ago,"Ventura, CA, US",Technology,Public,"2,270",Public,"€94,259 - €172,805",[],94259172805,0,2270
data scientist,lead,uknown,company_270,"Wellesley Hills, MA",14 days ago,"Woonsocket, RI, US",Healthcare,Public,"300,020",€121.27B,"€131,704 - €263,406","['sql', 'r', 'python']",1.32E+11,121.27,300020
data scientist,midlevel,on-site,company_316,"Noida, Uttar Pradesh, India",6 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,940",Public,"€18,195","['r', 'python', 'sql', 'hadoop', 'machine learning']",18195,0,37940
data scientist,senior,uknown,company_250,"Birmingham, MI",a month ago,"Paris, FR",Healthcare,Private,"76,060",Private,"€69,597 - €86,951","['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure']",6959786951,0,76060
machine learning engineer,senior,uknown,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,"492,225",€153.30B,"€10,525 - €26,186","['azure', 'machine learning', 'python']",1052526186,153.3,492225
data scientist,senior,on-site,company_310,"Doral, FL",2 days ago,"Arlington, VA, US",Technology,Public,"20,010",Public,"€63,112 - €129,236","['r', 'python', 'sql', 'machine learning', 'tableau']",63112129236,0,20010
data scientist,senior,uknown,company_763,"Gurugram, Haryana, India . Hyderabad, Telangana, India",6 days ago,"New York, NY, US",Technology,Public,"26,640",Public,"€18,678","['pytorch', 'aws', 'git', 'python', 'java', 'gcp', 'azure', 'tensorflow']",18678,0,26640
data scientist,lead,uknown,company_993,"Bengaluru, Karnataka, India",7 days ago,"Chennai, TN, IN",Technology,Private,590,Private,"€23,240","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']",23240,0,590
data scientist,junior,hybrid,company_313,"Toronto, Ontario, Canada . Markham, Ontario, Canada . Hybrid",14 days ago,"London, GB",Finance,Public,"29,530",Public,"€73,455",['python'],73455,0,29530
machine learning engineer,senior,hybrid,company_233,"San Diego, CA . Hybrid",a month ago,"Reston, VA, US",Technology,Public,"27,390",Public,"€115,179 - €208,201",['r'],1.15E+11,0,27390
data scientist,senior,uknown,company_223,"London, England, United Kingdom",a month ago,"New York, NY, US",Technology,Public,"10,030",Public,"€76,372","['powerbi', 'python', 'sql', 'machine learning', 'tableau']",76372,0,10030
machine learning engineer,senior,uknown,company_106,"Pune, Maharashtra, India",4 days ago,"København, DK",Logistics,Private,"38,120",€34.27B,"€26,752","['spark', 'aws', 'powerbi', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",26752,34.27,38120
data scientist,Uknown,on-site,company_888,On-site,5 days ago,"London, GB",Technology,Private,600,Private,"€112,341",[],112341,0,600
data scientist,senior,on-site,company_917,"Mountain View, CA . New York, NY . San Bruno, CA",14 days ago,"Mountain View, CA, US",Technology,Public,"258,800",€1.39T,"€179,934 - €265,787","['sql', 'r', 'python']",1.80E+11,1.39,258800
data scientist,lead,on-site,company_395,"Richmond, VA",a month ago,"McLean, VA, US",Retail,Public,"55,140",€36.08B,"€192,716 - €219,933","['spark', 'aws', 'r', 'python', 'scala', 'database', 'sql', 'machine learning', 'kubernetes', 'deep learning']",1.93E+11,36.08,55140
data scientist,senior,hybrid,company_983,"Fort Meade, MD . Hybrid",23 days ago,"McLean, VA, US",Technology,Public,"27,070",Public,"€90,424 - €205,503","['machine learning', 'python']",90424205503,0,27070
data scientist,senior,on-site,company_003,"Sunnyvale, CA",18 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€130,611 - €261,217","['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'machine learning', 'deep learning', 'tensorflow']",1.31E+11,0,35244
data scientist,senior,uknown,company_212,"Bengaluru, Karnataka, India",a month ago,"Boston, MA, US",Technology,Public,"222,500",Public,"€17,919","['pytorch', 'spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'tensorflow']",17919,0,222500
data scientist,senior,uknown,company_134,"Gurugram, Haryana, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India . Gurgaon, Haryana, India . Gurgaon, Haryana, Inde + 1 More",a month ago,"Seattle, WA, US",Retail,Public,"865,476",€833.01B,"€51,263 - €109,545","['amazon', 'spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",51263109545,833.01,865476
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,"Tallinn, EE",Technology,Private,"3,790",Private,"€61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']",61775,0,3790
data scientist,senior,uknown,company_993,"Bengaluru, Karnataka, India",a month ago,"Chennai, TN, IN",Technology,Private,590,Private,"€23,238","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']",23238,0,590
machine learning engineer,lead,on-site,company_244,"Seattle, WA . On-site",22 days ago,"New York, NY, US",Finance,Public,"290,760",€350.07B,"€196,372","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",196372,350.07,290760
data scientist,senior,uknown,company_614,Ukraine,7 days ago,"Austin, TX, US",Technology,Private,"10,210",Private,"€65,766","['amazon', 'deep learning', 'machine learning', 'python']",65766,0,10210
data scientist,senior,uknown,company_171,"Bengaluru, Karnataka, India",20 days ago,"Armonk, NY, US",Technology,Public,"524,588",€119.33B,"€33,047 - €52,697","['database', 'machine learning', 'java']",3304752697,119.33,524588
data scientist,midlevel,hybrid,company_357,"Irving, TX . Basking Ridge, NJ . Ashburn, VA . Hybrid",14 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,030",€142.18B,"€115,081",[],115081,142.18,132030
machine learning engineer,midlevel,uknown,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,"492,205",€153.20B,"€10,526 - €26,187","['sql', 'python']",1052626187,153.2,492205
data scientist,Uknown,hybrid,company_851,"Chicago, Illinois, United States . Hybrid",2 months ago,"Edison, NJ, US",Technology,Private,"3,560",Private,"€127,872 - €137,005",[],1.28E+11,0,3560
data scientist,senior,on-site,company_395,"San Jose, CA",15 days ago,"McLean, VA, US",Retail,Public,"55,140",€36.03B,"€158,011 - €180,296","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']",1.58E+11,36.03,55140
data scientist,Uknown,remote,company_415,Fully Remote,5 days ago,"New York, NY, US",Technology,Private,900,€4.60B,"€164,405",[],164405,4.6,900
data scientist,senior,uknown,company_233,"Tampa, FL",7 days ago,"Reston, VA, US",Technology,Public,"27,420",Public,"€77,776 - €140,590","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure', 'matplotlib', 'tensorflow', 'tableau']",77776140590,0,27420
data scientist,senior,on-site,company_310,"Annapolis Junction, MD",a month ago,"Arlington, VA, US",Technology,Public,"20,030",Public,"€66,405 - €136,274","['sql', 'machine learning', 'r', 'python']",66405136274,0,20030
data scientist,lead,uknown,company_244,"Bengaluru, Karnataka, India",7 days ago,"New York, NY, US",Finance,Public,"290,770",€350.37B,"€27,553 - €43,657","['machine learning', 'python']",2755343657,350.37,290770
data scientist,senior,uknown,company_917,"Zurich, Zurich, Switzerland",5 days ago,"Mountain View, CA, US",Technology,Public,"258,810",€1.44T,"€148,524 - €185,955",[],1.49E+11,1.44,258810
data scientist,lead,on-site,company_041,"South San Francisco, CA",16 days ago,"BS, CH",Healthcare,Public,"93,570",€246.93B,"€159,837","['pytorch', 'aws', 'machine learning', 'gcp', 'azure', 'tensorflow']",159837,246.93,93570
data scientist,midlevel,remote,company_421,"San Salvador, San Salvador, El Salvador . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,213","['sql', 'machine learning', 'python']",25213,0,
data scientist,lead,uknown,company_366,"Columbia, MD",a month ago,"Columbia, MD, US",Technology,Private,180,Private,"€100,474 - €146,140","['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",1.00E+11,0,180
data scientist,senior,on-site,company_937,"Atlanta, GA",2 months ago,"Atlanta, GA, US",Retail,Public,"500,010",Public,"€116,908","['sql', 'tableau', 'python']",116908,0,500010
data scientist,senior,hybrid,company_848,"Cambridge, MA . Hybrid",14 days ago,"Basel, BS, CH",Healthcare,Public,"107,730",€161.15B,"€120,837 - €224,408","['r', 'python']",1.21E+11,161.15,107730
data scientist,senior,hybrid,company_980,"Brooklyn Park, MN . Hybrid",21 days ago,"Minneapolis, MN, US",Retail,Public,"409,060",€66.99B,"€86,769 - €156,182","['python', 'scala', 'sql', 'machine learning', 'hadoop', 'deep learning']",86769156182,66.99,409060
data scientist,Uknown,hybrid,company_851,"Chennai, Tamil Nadu, India . Hybrid",2 months ago,"Edison, NJ, US",Technology,Private,"3,520",Private,"€34,569",[],34569,0,3520
data scientist,senior,on-site,company_003,"Bentonville, AR",16 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€98,645 - €197,284","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",98645197284,0,35244
data scientist,senior,on-site,company_985,"Málaga, Andalusia, Spain",7 days ago,"Chicago, IL, US",Finance,Private,"312,060",Private,"€28,046","['pandas', 'numpy', 'python', 'machine learning', 'azure']",28046,0,312060
data scientist,senior,hybrid,company_994,"Malvern, PA . Hybrid",4 days ago,"Malvern, PA, US",Finance,Private,"20,600",Private,"€115,087 - €127,874",['machine learning'],1.15E+11,0,20600
machine learning engineer,lead,on-site,company_244,"New York, NY . On-site",a month ago,"New York, NY, US",Finance,Public,"290,740",€350.12B,"€164,408","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",164408,350.12,290740
machine learning engineer,junior,on-site,company_881,"San Jose, CA",8 months ago,CN,Technology,Private,"110,010",€128.22B,"€132,436 - €228,335","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']",1.32E+11,128.22,110010
data scientist,senior,on-site,company_917,"Sunnyvale, CA",14 days ago,"Mountain View, CA, US",Technology,Public,"258,790",€1.44T,"€207,334 - €292,273","['sql', 'r', 'python']",2.07E+11,1.44,258790
data scientist,senior,on-site,company_392,"Massachusetts, United States . Massachusetts, Amerika Syarikat",a month ago,"Jacksonville, FL, US",Finance,Public,"62,030",€35.07B,"€157,012 - €263,789","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",1.57E+11,35.07,62030
data scientist,senior,hybrid,company_872,"Alpharetta, GA . Hybrid",7 days ago,"Atlanta, GA, US",Finance,Public,"11,060",€18.63B,"€94,080",['machine learning'],94080,18.63,11060
machine learning engineer,midlevel,uknown,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,"492,205",€153.25B,"€10,529 - €26,190","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'azure', 'tensorflow']",1052926190,153.25,492205
data scientist,senior,hybrid,company_922,"Hartford, CT . Chicago, IL . Columbus, OH . Charlotte, NC . Columbus, Ohio, United States + 1 More . Hybrid",2 months ago,"Hartford, CT, US",Finance,Public,"18,170",€21.70B,"€101,126 - €151,688","['pandas', 'git', 'python', 'sql', 'matplotlib']",1.01E+11,21.7,18170
machine learning engineer,senior,on-site,company_931,"Seattle, WA",14 days ago,"Seattle, WA, US",Technology,Public,"26,050",Public,"€252,999","['scala', 'machine learning', 'python']",252999,0,26050
data scientist,senior,remote,company_832,"California, United States",8 days ago,"Renton, WA, US",Healthcare,uknown,"120,050",Nonprofit,"€159,841","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']",159841,0,120050
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,030",€4.47B,"€135,178 - €168,971",[],1.35E+11,4.47,5030
data scientist,senior,hybrid,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Technology,Public,"261,070",€71.33B,"€85,860 - €150,249","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",85860150249,71.33,261070
data scientist,lead,uknown,company_268,"Singapore, Singapore",20 days ago,"Singapore, SG",Finance,Public,"30,840",Public,"€67,039","['spark', 'git', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",67039,0,30840
machine learning engineer,senior,on-site,company_883,"Newport Beach, CA",19 days ago,"Walldorf, BW, DE",Technology,Public,"117,760",€104.21B,"€114,169 - €127,869","['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']",1.14E+11,104.21,117760
data scientist,senior,on-site,company_134,"Seattle, WA . Santa Clara, CA",11 days ago,"Seattle, WA, US",Retail,Public,"865,476",€832.76B,"€149,803 - €168,061","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']",1.50E+11,832.76,865476
data scientist,senior,hybrid,company_357,"Irving, TX . Lake Mary, FL . Basking Ridge, NJ . Boston, MA . Hybrid",6 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,040",€142.23B,"€73,984","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'java', 'sklearn', 'sql', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow', 'tableau']",73984,142.23,132040
data scientist,senior,uknown,company_931,"Bengaluru, Karnataka, India",13 days ago,"Seattle, WA, US",Technology,Public,"26,090",Public,"€32,733","['sql', 'tableau', 'python']",32733,0,26090
data scientist,senior,remote,company_236,Canada . Fully Remote,14 days ago,"Miami, FL, US",Technology,Private,30,Private,"€137,004 - €155,270","['sql', 'machine learning', 'tableau', 'python']",1.37E+11,0,30
data scientist,senior,on-site,company_233,"Bethesda, MD . On-site",a month ago,"Reston, VA, US",Technology,Public,"27,410",Public,"€95,587 - €172,786","['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']",95587172786,0,27410
data scientist,midlevel,on-site,company_316,"Noida, Uttar Pradesh, India",7 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€18,199","['spark', 'python', 'sql', 'machine learning', 'deep learning']",18199,0,37950
data scientist,senior,uknown,company_878,"Noida, Uttar Pradesh, India . Bengaluru, Karnataka, India",16 days ago,"San Jose, CA, US",Technology,Public,"21,300",€144.67B,"€29,932 - €37,411","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'scala', 'sql', 'hadoop', 'machine learning', 'keras', 'azure']",2993237411,144.67,21300
data scientist,senior,hybrid,company_781,"Greenwood Village, CO . Hybrid",9 days ago,"Stamford, CT, US",Technology,Public,"96,040",Public,"€80,559","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow']",80559,0,96040
data scientist,senior,on-site,company_021,On-site,2 days ago,"San Francisco, CA, US",Technology,Public,"5,570",€60.91B,"€189,974",[],189974,60.91,5570
data scientist,senior,on-site,company_288,"Chantilly, VA . On-site",a month ago,"Reston, VA, US",Technology,Public,"26,040",€63.09B,"€114,169","['aws', 'azure']",114169,63.09,26040
data scientist,midlevel,remote,company_421,"Quito, Pichincha, Ecuador . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,216","['sql', 'machine learning', 'python']",25216,0,
data scientist,midlevel,remote,company_421,"Podgorica, Montenegro . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,212","['sql', 'machine learning', 'python']",25212,0,
data scientist,senior,hybrid,company_983,"Hickam Village, HI . Hybrid",14 days ago,"McLean, VA, US",Technology,Public,"27,020",Public,"€90,425 - €205,504","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'java', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'matplotlib', 'tensorflow']",90425205504,0,27020
data scientist,lead,uknown,company_366,"Hyderabad, Telangana, India",6 days ago,"Columbia, MD, US",Technology,Private,180,Private,"€19,776","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']",19776,0,180
data scientist,senior,on-site,company_992,"San Francisco, CA",7 days ago,"Sydney, NSW, AU",Technology,Public,"6,040",€27.92B,"€184,128 - €240,389","['tableau', 'sql', 'r', 'python']",1.84E+11,27.92,6040
data scientist,senior,on-site,company_917,"Mountain View, CA",14 days ago,"Mountain View, CA, US",Technology,Public,"258,800",€1.29T,"€167,139 - €247,512","['sql', 'r', 'python']",1.67E+11,1.29,258800
data scientist,senior,hybrid,company_008,"Chennai, Tamil Nadu, India . Hybrid",21 days ago,"San Jose, CA, US",Technology,Public,"34,640",€81.66B,"€33,313 - €42,993","['r', 'python', 'sql', 'gcp', 'machine learning']",3331342993,81.66,34640
data scientist,senior,uknown,company_375,"Singapore, Singapore",2 months ago,"Singapore, SG",Technology,Public,"36,090",Public,"€104,650 - €128,175","['pytorch', 'python', 'scala', 'machine learning', 'deep learning', 'tensorflow']",1.05E+11,0,36090
data scientist,senior,on-site,company_366,"Hyderabad, Telangana, India",4 days ago,"Columbia, MD, US",Technology,Private,180,Private,"€19,777","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']",19777,0,180
data scientist,junior,uknown,company_269,"Charlotte, NC . New York, NY",23 days ago,"Charlotte, NC, US",Finance,Public,"274,250",€276.77B,"€132,436 - €146,136","['machine learning', 'matplotlib', 'python']",1.32E+11,276.77,274250
data scientist,senior,uknown,company_250,"New York, NY",3 months ago,"Paris, FR",Healthcare,Private,"76,030",Private,"€66,122 - €99,997","['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure']",6612299997,0,76030
data scientist,senior,on-site,company_288,"Reston, VA . On-site",a month ago,"Reston, VA, US",Technology,Public,"26,030",€62.74B,"€114,169","['pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'tensorflow', 'tableau']",114169,62.74,26030
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,030",€4.72B,"€135,177 - €168,970",[],1.35E+11,4.72,5030
data scientist,midlevel,hybrid,company_008,"Tondiarpet, Tamil Nadu, India . Bengaluru, Karnataka, India . Hybrid",7 days ago,"San Jose, CA, US",Technology,Public,"34,640",€81.81B,"€24,064 - €45,170","['pytorch', 'scikit-learn', 'python', 'machine learning', 'tensorflow']",2406445170,81.81,34640
machine learning engineer,senior,on-site,company_156,"Mountain View, California (HQ) . On-site",7 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,"€167,893 - €252,056",[],1.68E+11,8.1,900
data scientist,senior,on-site,company_980,"Bengaluru, Karnataka, India",2 months ago,"Minneapolis, MN, US",Retail,Public,"409,050",€66.89B,"€31,213 - €58,200","['spark', 'machine learning', 'python']",3121358200,66.89,409050
machine learning engineer,junior,on-site,company_881,"San Jose, CA",14 days ago,CN,Technology,Private,"110,010",€128.02B,"€132,436 - €216,919","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",1.32E+11,128.02,110010
data scientist,senior,hybrid,company_083,"London, England, United Kingdom . Londýn, Anglie, Spojené království . Hybrid",3 months ago,"Paris, IDF, FR",Technology,Private,"263,560",€25.31B,"€73,983","['pytorch', 'aws', 'scikit-learn', 'docker', 'deep learning', 'machine learning', 'kubernetes', 'keras', 'azure', 'tensorflow']",73983,25.31,263560
data scientist,senior,uknown,company_134,"North Reading, MA",a month ago,"Seattle, WA, US",Retail,Public,"865,456",€832.91B,"€155,274 - €182,674","['amazon', 'r', 'python', 'sql', 'machine learning']",1.55E+11,832.91,865456
data scientist,senior,hybrid,company_183,"Berlin, Berlin, Germany . Hybrid",7 days ago,"Tallinn, EE",Technology,Private,"3,800",Private,"€98,643","['sql', 'r', 'python']",98643,0,3800
data scientist,senior,on-site,company_291,"Atlanta, GA",16 days ago,"Bengaluru, KA, IN",Technology,Public,"261,010",€71.23B,"€85,861 - €150,250","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",85861150250,71.23,261010
data scientist,senior,on-site,company_308,"Mountain View, CA",14 days ago,"Redmond, WA, US",Technology,Public,"182,308",€1.73T,"€144,680 - €235,647","['sql', 'python']",1.45E+11,1.73,182308
data scientist,senior,uknown,company_270,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ",2 months ago,"Woonsocket, RI, US",Healthcare,Public,"300,050",€121.17B,"€131,703 - €263,405","['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",1.32E+11,121.17,300050
data scientist,senior,remote,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Technology,Public,"132,000",€17.41B,"€52,506","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']",52506,17.41,132000
data scientist,senior,uknown,company_993,"Chennai, Tamil Nadu, India",11 days ago,"Chennai, TN, IN",Technology,Private,590,Private,"€23,239","['aws', 'scikit-learn', 'python', 'machine learning', 'gcp', 'keras', 'deep learning', 'tensorflow']",23239,0,590
data scientist,Uknown,remote,company_169,Fully Remote,2 days ago,"San Francisco, CA, US",Technology,Public,"4,110",€7.79B,"€158,829 - €178,648",[],1.59E+11,7.79,4110
data scientist,senior,hybrid,company_008,"Bengaluru, Karnataka, India . Hybrid",8 days ago,"San Jose, CA, US",Technology,Public,"34,680",€82.45B,"€33,111 - €47,625",[],3311147625,82.45,34680
data scientist,midlevel,hybrid,company_983,"Herndon, VA . Hybrid",8 days ago,"McLean, VA, US",Technology,Public,"27,010",Public,"€71,394 - €161,915","['aws', 'machine learning', 'python']",71394161915,0,27010
data scientist,midlevel,on-site,company_395,"McLean, VA . McLean, Virgínia, Estados Unidos",a month ago,"McLean, VA, US",Retail,Public,"55,090",€36.49B,"€159,156 - €181,602","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",1.59E+11,36.49,55090
data scientist,senior,on-site,company_003,"Bentonville, AR . On-site",18 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€82,797 - €165,590","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",82797165590,0,35499
machine learning engineer,senior,uknown,company_941,"Bengaluru, Karnataka, India",8 days ago,"Dublin, IE",Technology,Public,"492,205",€154.06B,"€20,441","['aws', 'gcp', 'azure']",20441,154.06,492205
data scientist,senior,hybrid,company_008,"Scottsdale, AZ . Chicago, IL . Austin, TX . Scottsdale, Arizona, United States . Hybrid",3 months ago,"San Jose, CA, US",Technology,Public,"34,690",€82.10B,"€113,614 - €195,810","['hadoop', 'sql']",1.14E+11,82.1,34690
data scientist,midlevel,hybrid,company_983,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",6 days ago,"McLean, VA, US",Technology,Public,"27,030",Public,"€71,396 - €161,917","['linux', 'machine learning', 'r', 'python']",71396161917,0,27030
data scientist,senior,on-site,company_003,"Sunnyvale, CA",17 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€107,637 - €215,269","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']",1.08E+11,0,35499
data scientist,senior,on-site,company_003,"Sunnyvale, CA",17 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€131,555 - €263,105","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']",1.32E+11,0,35499
data scientist,midlevel,on-site,company_917,"Boulder, CO",5 days ago,"Mountain View, CA, US",Technology,Public,"258,780",€1.45T,"€152,711 - €224,466","['sql', 'r', 'python']",1.53E+11,1.45,258780
data scientist,senior,on-site,company_134,"Santa Barbara, CA . Bellevue, WA",18 days ago,"Seattle, WA, US",Retail,Public,"865,436",€839.03B,"€160,991","['amazon', 'r', 'python', 'sql', 'tableau']",160991,839.03,865436
data scientist,senior,on-site,company_134,"Bellevue, WA . New York, United States . Santa Monica, CA",a month ago,"Seattle, WA, US",Retail,Public,"865,466",€838.83B,"€150,883 - €178,472","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']",1.51E+11,838.83,865466
machine learning engineer,midlevel,uknown,company_941,"Bengaluru, Karnataka, India",15 days ago,"Dublin, IE",Technology,Public,"492,195",€154.41B,"€10,605 - €26,380","['sql', 'python']",1060526380,154.41,492195
data scientist,senior,on-site,company_003,"Sunnyvale, CA",7 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€107,641 - €215,273","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",1.08E+11,0,35499
data scientist,senior,hybrid,company_983,"McLean, VA . Hybrid",a day ago,"McLean, VA, US",Technology,Public,"27,060",Public,"€91,081 - €206,992","['spark', 'python', 'sql', 'hadoop', 'machine learning']",91081206992,0,27060
data scientist,midlevel,hybrid,company_395,"Richmond, VA . Hybrid",14 days ago,"McLean, VA, US",Retail,Public,"55,110",€36.64B,"€145,905 - €166,511","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",1.46E+11,36.64,55110
data scientist,senior,hybrid,company_008,"San Jose, CA . Hybrid",a month ago,"San Jose, CA, US",Technology,Public,"34,670",€82.45B,"€140,294 - €241,349",[],1.40E+11,82.45,34670
data scientist,senior,on-site,company_917,"New York, NY . Sunnyvale, CA",15 days ago,"Mountain View, CA, US",Technology,Public,"258,790",€1.20T,"€208,832 - €294,386","['sql', 'r', 'python']",2.09E+11,1.2,258790
data scientist,lead,on-site,company_244,"Plano, TX . Plano, Texas, Spojené státy . On-site",a month ago,"New York, NY, US",Finance,Public,"290,790",€352.75B,"€137,997","['spark', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning']",137997,352.75,290790
data scientist,senior,uknown,company_134,"Bengaluru, Karnataka, India",21 days ago,"Seattle, WA, US",Retail,Public,"865,416",€838.78B,"€29,758 - €110,330","['amazon', 'r', 'python', 'sql', 'machine learning']",29758110330,838.78,865416
data scientist,midlevel,on-site,company_395,"New York, NY . New York, New York, Statele Unite Ale Americii",a month ago,"McLean, VA, US",Retail,Public,"55,130",€36.34B,"€159,150 - €181,596","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",1.59E+11,36.34,55130
data scientist,senior,uknown,company_844,"Atlanta, GA",a month ago,"Mountain View, CA, US",Technology,Public,"17,050",€95.37B,"€174,789","['tableau', 'sql', 'r', 'python']",174789,95.37,17050
data scientist,senior,uknown,company_083,"Noida, Uttar Pradesh, India",a month ago,"Paris, IDF, FR",Technology,Private,"263,610",€25.44B,"€4,082 - €10,125","['git', 'r', 'python', 'linux', 'sql', 'tableau']",408210125,25.44,263610
data scientist,senior,on-site,company_941,"Annapolis Junction, MD",25 days ago,"Dublin, IE",Technology,Public,"492,255",€154.26B,"€129,163 - €244,062","['machine learning', 'python']",1.29E+11,154.26,492255
