job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,salary_clean,revenue_clean,company_size_clean
data scientist,Uknown,hybrid,company_403,"Boston, MA . Hybrid",5 days ago,"Boston, MA, US",Retail,Public,"17,010",Public,"€130,609 - €140,656",[],1.31E+11,0,17010
data scientist,senior,uknown,company_404,United States,10 days ago,"Northbrook, IL, US",Technology,Public,"8,270",€31.37B,"€87,412 - €139,463","['aws', 'r', 'python', 'linux', 'sql', 'machine learning', 'deep learning', 'azure']",87412139463,31.37,8270
data scientist,senior,remote,company_337,"Arlington, VA",a month ago,"Fairfax, VA, US",Finance,Public,"7,290",Public,"€89,623 - €152,356","['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",89623152356,0,7290
machine learning engineer,midlevel,on-site,company_336,"New York, NY",14 days ago,"South San Francisco, CA, US",Technology,Private,"14,060",Private,"€128,871 - €239,383","['deep learning', 'machine learning', 'r', 'python']",1.29E+11,0,14060
data scientist,senior,on-site,company_410,On-site,4 months ago,"San Francisco, CA, US",Technology,Private,320,Private,"€28,130",[],28130,0,320
data scientist,midlevel,on-site,company_411,"San Francisco, CA",15 days ago,"Santa Monica, CA, US",Technology,Public,"9,770",Public,"€130,667 - €241,897","['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']",1.31E+11,0,9770
data scientist,senior,on-site,company_412,"Atlanta, GA",a month ago,"Minneapolis, MN, US",Finance,Private,"1,280",Private,"€67,682 - €101,475","['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib']",67682101475,0,1280
data scientist,senior,hybrid,company_414,"London, England, United Kingdom . Hybrid",15 days ago,"Newton, MA, US",Technology,Public,351,Public,"€91,337 - €137,003","['sql', 'aws', 'r', 'python']",91337137003,0,351
data scientist,senior,hybrid,company_417,"Bengaluru, Karnataka, India . Hybrid",a month ago,"San Jose, CA, US",Technology,Public,"98,130",€167.14B,"€32,665","['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'scipy', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'matplotlib', 'tensorflow', 'tableau']",32665,167.14,98130
data scientist,senior,remote,company_418,"Washington, United States . Idaho, United States . Arizona, United States . Georgia, United States . South Carolina, United States + 1 More . Fully Remote",7 days ago,"Seattle, WA, US",Finance,uknown,"2,810",Nonprofit,"€88,967 - €166,051","['tableau', 'sql', 'r', 'python']",88967166051,0,2810
data scientist,midlevel,remote,company_421,Mexico City Metropolitan Area . Fully Remote,15 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,212","['sql', 'machine learning', 'python']",25212,0,
data scientist,senior,uknown,company_422,"Englewood, CO",a month ago,"Englewood, CO, US",Technology,Public,"2,520",Public,"€105,439","['sql', 'r', 'python']",105439,0,2520
data scientist,senior,hybrid,company_423,"New York, NY . Hybrid",a month ago,"New York, NY, US",Technology,Private,500,Private,"€118,741 - €137,008",[],1.19E+11,0,500
data scientist,senior,remote,company_425,"Madrid, Community of Madrid, Spain",25 days ago,"Amsterdam, NH, NL",Technology,Private,"5,560",Private,"€55,995","['spark', 'aws', 'powerbi', 'r', 'python', 'docker', 'linux', 'sql', 'azure', 'tableau']",55995,0,5560
data scientist,lead,hybrid,company_426,"Palo Alto, CA . Hybrid",2 months ago,"Palo Alto, CA, US",Technology,Private,126,Private,"€186,327 - €261,220",[],1.86E+11,0,126
data scientist,senior,hybrid,company_428,"Seattle, WA . Hybrid",4 days ago,"San Francisco, CA, US",Technology,Private,45,Private,"€210,073 - €251,172","['sql', 'python']",2.10E+11,0,45
data scientist,Uknown,hybrid,company_433,Hybrid,a month ago,"Toronto, ON, CA",Technology,Private,56,Private,"€36,542 - €54,809",[],3654254809,0,56
data scientist,senior,on-site,company_435,"Toronto, Ontario, Canada",5 days ago,"Toronto, ON, CA",Finance,Private,"45,050",Private,"€94,256 - €175,359","['machine learning', 'python']",94256175359,0,45050
data scientist,senior,uknown,company_069,United States,5 days ago,"Chicago, IL, US",Technology,Private,210,Private,"€87,407","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",87407,0,210
data scientist,Uknown,on-site,company_438,"New York City, New York, United States . On-site",2 months ago,"San Francisco, CA, US",Technology,Private,150,Private,"€154,356",[],154356,0,150
data scientist,senior,uknown,company_440,"Lexington, MA . Massachusetts, United States",a month ago,"London, GB",Technology,Public,"1,800",Public,"€109,604","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",109604,0,1800
data scientist,lead,uknown,company_449,"New York, United States",6 days ago,"New York, NY, US",Technology,Private,"1,020",Private,"€141,571 - €164,405","['tableau', 'sql', 'r', 'python']",1.42E+11,0,1020
data scientist,senior,on-site,company_450,"Fort George G Meade, Maryland, United States . On-site",3 months ago,"Catonsville, MD, US",Technology,Private,45,Private,"€89,511 - €196,370",[],89511196370,0,45
data scientist,midlevel,remote,company_421,"São Paulo, São Paulo, Brazil . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,214","['sql', 'machine learning', 'python']",25214,0,
data scientist,midlevel,on-site,company_456,"Sacramento, CA",19 days ago,"Sacramento, CA, US",Healthcare,uknown,"55,010",Nonprofit,"€115,891 - €172,882",[],1.16E+11,0,55010
data scientist,senior,uknown,company_457,"New York, United States . Minneapolis, MN . Chicago, IL",5 days ago,"Minneapolis, MN, US",Technology,Private,420,Private,"€68,504 - €84,944","['git', 'r', 'python', 'docker', 'sql', 'machine learning']",6850484944,0,420
data scientist,midlevel,on-site,company_460,"Bellevue, WA",a month ago,"Dania Beach, FL, US",Retail,Public,"7,100",Public,"€122,847 - €196,370","['aws', 'git', 'python', 'sql', 'machine learning']",1.23E+11,0,7100
data scientist,senior,on-site,company_211,"Bengaluru, Karnataka, India . Bengaluru East, Karnataka, India",3 months ago,"Amsterdam, NH, NL",Healthcare,Public,"82,030",Public,"€27,524","['pytorch', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",27524,0,82030
data scientist,senior,on-site,company_438,"New York City, New York, United States . On-site",23 days ago,"San Francisco, CA, US",Technology,Private,150,Private,"€151,203",[],151203,0,150
data scientist,lead,hybrid,company_461,"Bengaluru, Karnataka, India . Hybrid",a month ago,"Toronto, ON, CA",Finance,Private,"7,030",Private,"€14,064","['aws', 'machine learning', 'gcp', 'azure', 'deep learning']",14064,0,7030
machine learning engineer,senior,on-site,company_465,"Washington, DC . On-site",14 days ago,"San Francisco, CA, US",Technology,Private,"3,570",Private,"€120,104 - €200,112","['deep learning', 'aws', 'machine learning', 'python']",1.20E+11,0,3570
machine learning engineer,midlevel,on-site,company_025,"Jersey City, NJ",12 days ago,"Teaneck, NJ, US",Technology,Public,"309,170",Public,"€146,134 - €164,401","['aws', 'gcp', 'azure']",1.46E+11,0,309170
data scientist,senior,uknown,company_468,"Los Alamos, NM",14 days ago,"Los Alamos, NM, US",Energy,uknown,"12,802",Education,"€114,354 - €192,992","['git', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",1.14E+11,0,12802
Uknown,midlevel,uknown,company_470,"Austin, TX",4 months ago,"Austin, TX, US",Education,uknown,"16,011",Education,"€68,505","['linux', 'python']",68505,0,16011
data scientist,senior,on-site,company_474,"Irvine, CA",6 days ago,US,Technology,Private,"5,540",Private,"€92,252 - €170,573","['amazon', 'pytorch', 'aws', 'python', 'java', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']",92252170573,0,5540
data scientist,senior,remote,company_475,"Brisbane, CA",19 days ago,"South San Francisco, CA, US",Healthcare,Public,660,Public,"€164,408 - €211,900","['pandas', 'numpy', 'git', 'r', 'python', 'scikit-learn', 'machine learning', 'matplotlib']",1.64E+11,0,660
data scientist,Uknown,on-site,company_477,"Mountain View, California, United States . On-site",5 months ago,"Mountain View, CA, US",Technology,Private,310,Private,"€187,241",[],187241,0,310
machine learning engineer,senior,uknown,company_142,"New York, NY . Boston, MA . Los Angeles, CA",a year ago,"Cambridge, MA, US",Technology,uknown,Private,0,"€146,141 - €255,740","['pytorch', 'machine learning']",1.46E+11,0,
data scientist,midlevel,hybrid,company_480,"Kansas City, KS . Hybrid",a month ago,"Kansas City, KS, US",Healthcare,uknown,"4,104",Education,"€75,814 - €119,654","['pytorch', 'r', 'python', 'machine learning', 'deep learning', 'tensorflow']",75814119654,0,4104
data scientist,senior,on-site,company_482,"Boston, MA . United States",22 days ago,"Boston, MA, US",Finance,Private,"45,070",Private,"€109,600","['deep learning', 'machine learning']",109600,0,45070
data scientist,senior,hybrid,company_340,"San Jose, CA . Hybrid",2 months ago,"New York, NY, US",Technology,Private,750,Private,"€112,803 - €194,408","['sql', 'machine learning', 'r', 'python']",1.13E+11,0,750
data scientist,junior,on-site,company_484,"San Diego, CA",7 days ago,"San Diego, CA, US",Technology,Private,"1,050",Private,"€81,294 - €109,607","['sql', 'machine learning', 'tableau']",81294109607,0,1050
data scientist,senior,remote,company_485,United States . Fully Remote,14 days ago,"Eden Prairie, MN, US",Technology,Private,550,Private,"€127,869 - €164,402","['pytorch', 'scikit-learn', 'python', 'java', 'machine learning', 'tensorflow']",1.28E+11,0,550
data scientist,senior,uknown,company_486,"Bengaluru, Karnataka, India",a month ago,"San Jose, CA, US",Technology,Private,"1,800",Private,"€19,988","['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure']",19988,0,1800
data scientist,senior,hybrid,company_313,"Toronto, Ontario, Canada . Hybrid",7 days ago,"London, GB",Finance,Public,"29,480",Public,"€73,457","['machine learning', 'python']",73457,0,29480
data scientist,senior,uknown,company_488,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ",25 days ago,"Boston, MA, US",Healthcare,uknown,"4,310",Nonprofit,"€138,543 - €173,111","['r', 'python', 'sql', 'machine learning', 'tableau']",1.39E+11,0,4310
data scientist,junior,hybrid,company_490,"Overland Park, KS . Frisco, TX . Bellevue, WA . Hybrid",3 days ago,"Bellevue, WA, US",Technology,Public,"83,550",Public,"€78,825 - €142,210","['sql', 'machine learning', 'r', 'python']",78825142210,0,83550
data scientist,midlevel,uknown,company_268,"Singapore, Singapore",2 days ago,"Singapore, SG",Finance,Public,"30,830",Public,"€67,044","['spark', 'git', 'python', 'sql', 'hadoop']",67044,0,30830
data scientist,lead,hybrid,company_499,"Lake Mary, FL . Hybrid",4 days ago,"New York, NY, US",Finance,Public,"51,750",Public,"€109,606","['sql', 'kubernetes', 'machine learning', 'python']",109606,0,51750
data scientist,senior,hybrid,company_500,"Vilniaus, Lithuania . Nzalae/ Nzawa locations, Kitui County, Kenya . Hybrid",5 months ago,"Miami, FL, US",Technology,Private,75,Private,"€5,940 - €8,223","['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",59408223,0,75
data scientist,midlevel,on-site,company_503,"Brazil, Sao Paulo . On-site",14 days ago,"São Paulo, SP, BR",Technology,Private,"7,070",Private,"€28,878 - €39,713",[],2887839713,0,7070
data scientist,senior,uknown,company_513,"Washington, DC",2 days ago,"Vienna, VA, US",Technology,Private,90,Private,"€146,134 - €182,667","['spark', 'r', 'python', 'sql', 'machine learning']",1.46E+11,0,90
data scientist,Uknown,remote,company_516,Fully Remote,2 days ago,"San Diego, CA, US",Technology,Private,126,Private,"€127,874 - €141,573",[],1.28E+11,0,126
data scientist,lead,remote,company_517,Fully Remote,7 days ago,"Gaithersburg, MD, US",Technology,Private,750,Private,"€255,738",[],255738,0,750
data scientist,senior,uknown,company_521,"San Francisco, CA . Chicago, IL . Seattle, WA . New York, NY",13 days ago,"San Francisco, CA, US",Technology,Private,524,Private,"€114,175 - €155,274","['pandas', 'sql', 'python']",1.14E+11,0,524
data scientist,senior,remote,company_523,"Alpharetta, GA",3 months ago,"Chicago, IL, US",Healthcare,Public,"6,470",Public,"€82,480 - €137,371","['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'scipy', 'database', 'matplotlib']",82480137371,0,6470
data scientist,senior,on-site,company_524,"Orlando, FL",4 days ago,"Fairfax, VA, US",Technology,Private,"8,520",Private,"€97,168 - €107,796","['amazon', 'azure', 'machine learning']",97168107796,0,8520
data scientist,senior,uknown,company_527,"Plainsboro, NJ",7 days ago,"Bagsværd, DK",Healthcare,Public,"55,215",Public,"€131,088",['deep learning'],131088,0,55215
machine learning engineer,Uknown,hybrid,company_532,"New York, NY . Hybrid",23 days ago,"New York, NY, US",Technology,Private,180,Private,"€173,536 - €228,335",[],1.74E+11,0,180
data scientist,senior,remote,company_540,Fully Remote,8 days ago,"San Diego, CA, US",Technology,Private,45,Private,"€118,741",[],118741,0,45
data scientist,lead,hybrid,company_544,"Tempe, AZ . Hybrid",20 days ago,"Bloomington, IL, US",Finance,Private,"55,070",Private,"€100,470 - €137,003","['linux', 'aws', 'r', 'python']",1.00E+11,0,55070
data scientist,senior,on-site,company_545,"Indianapolis, IN",15 days ago,"Indianapolis, IN, US",Healthcare,Public,"35,050",Public,"€138,373 - €202,945",['tableau'],1.38E+11,0,35050
machine learning engineer,senior,hybrid,company_546,"Redwood City, CA . Hybrid",7 days ago,"Redwood City, CA, US",Retail,Public,"2,010",Public,"€172,567 - €244,914","['pytorch', 'spark', 'python', 'scala', 'sql', 'machine learning', 'deep learning', 'tensorflow']",1.73E+11,0,2010
data scientist,senior,hybrid,company_549,"Santa Clara, CA . Hybrid",3 months ago,"Santa Clara, CA, US",Technology,Private,600,Private,"€205,499 - €273,999","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']",2.05E+11,0,600
data scientist,senior,on-site,company_551,"Bengaluru, Karnataka, India",2 months ago,"Vancouver, BC, CA",Technology,Private,"1,310",Private,"€15,667","['powerbi', 'python', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tableau']",15667,0,1310
data scientist,Uknown,remote,company_019,Fully Remote,a month ago,"Boston, MA, US",Technology,Private,126,Private,"€155,272",[],155272,0,126
data scientist,lead,on-site,company_555,"Boston, MA",7 days ago,"Boston, MA, US",Finance,Public,"3,040",Public,"€141,571","['sql', 'machine learning', 'r', 'python']",141571,0,3040
data scientist,senior,hybrid,company_558,"Boston, MA . Hybrid",16 hours ago,"Boston, MA, US",Finance,Private,"60,640",Private,"€109,605 - €159,838","['r', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",1.10E+11,0,60640
data scientist,lead,remote,company_155,"Raleigh, NC",18 days ago,"Chicago, IL, US",Technology,Public,"2,570",Public,"€146,135 - €182,668","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",1.46E+11,0,2570
data scientist,senior,remote,company_564,Fully Remote,a month ago,"Palo Alto, CA, US",Technology,Private,300,Private,"€168,061 - €192,721",[],1.68E+11,0,300
data scientist,senior,on-site,company_568,"Brooklyn, OH . Cleveland, OH . United States",a month ago,"Cleveland, OH, US",Finance,Public,"18,030",Public,"€115,085 - €126,958","['sql', 'r', 'python']",1.15E+11,0,18030
data scientist,senior,remote,company_572,Fully Remote,3 days ago,"San Francisco, CA, US",Technology,Private,45,Private,"€155,269 - €178,102",[],1.55E+11,0,45
data scientist,midlevel,on-site,company_574,"Chicago, IL",5 days ago,CA,Technology,Private,"43,933",Private,"€52,518 - €97,271",[],5251897271,0,43933
data scientist,senior,on-site,company_577,"South San Francisco, CA",4 days ago,"South San Francisco, CA, US",Technology,Private,126,Private,"€147,049 - €185,363","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']",1.47E+11,0,126
data scientist,midlevel,on-site,company_579,"Philadelphia, PA",10 months ago,"Philadelphia, PA, US",Education,uknown,"39,879",Education,"€91,339 - €109,605","['sql', 'machine learning', 'r', 'python']",91339109605,0,39879
data scientist,lead,on-site,company_412,"Minneapolis, MN",a month ago,"Minneapolis, MN, US",Finance,Private,"1,320",Private,"€112,348 - €168,609","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",1.12E+11,0,1320
data scientist,senior,hybrid,company_500,"Bucharest, Bucharest, Romania . Vilnius, Vilniaus, Lithuania . Estonia . Bulgaria . Poland + 11 More . Hybrid",2 months ago,"Miami, FL, US",Technology,Private,75,Private,"€5,939 - €8,222","['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']",59398222,0,75
data scientist,senior,remote,company_587,United States . Fully Remote,14 days ago,"Rockville, MD, US",Healthcare,Private,490,Private,"€91,336 - €109,602","['pandas', 'numpy', 'aws', 'git', 'scikit-learn', 'python', 'sql', 'gcp', 'database', 'machine learning']",91336109602,0,490
machine learning engineer,senior,remote,company_589,Fully Remote,a month ago,"Chicago, IL, US",Technology,Public,990,Public,"€197,190 - €236,660",[],1.97E+11,0,990
data scientist,senior,hybrid,company_590,"San Francisco, California, United States . San Francisco, California, USA . Hybrid",a month ago,"Pittsburgh, PA, US",Healthcare,Private,45,Private,"€159,834 - €205,500",[],1.60E+11,0,45
data scientist,senior,hybrid,company_591,"Chicago, IL . إلينوي شيكاغو الولايات المتحدة . Hybrid",2 months ago,"Chicago, IL, US",Healthcare,Private,420,Private,"€95,901 - €123,301","['sql', 'machine learning', 'scikit-learn', 'python']",95901123301,0,420
data scientist,senior,hybrid,company_145,"Austin, Texas . Hybrid",a day ago,"San Jose, CA, US",Technology,Public,"2,760",Public,"€200,937",[],200937,0,2760
data scientist,senior,on-site,company_596,"San Diego, CA",a month ago,"San Diego, CA, US",Healthcare,Public,"4,040",Public,"€129,513 - €215,914","['r', 'python', 'scala', 'sql', 'gcp']",1.30E+11,0,4040
data scientist,lead,uknown,company_598,Salt Lake City Metropolitan Area,7 days ago,"Salt Lake City, UT, US",Education,uknown,"9,030",Education,"€182,667","['sql', 'machine learning', 'python']",182667,0,9030
data scientist,midlevel,uknown,company_601,"Pune, Maharashtra, India",7 days ago,"London, GB",Finance,Public,"205,350",Public,"€30,455","['scikit-learn', 'python', 'sql', 'database', 'machine learning']",30455,0,205350
data scientist,junior,uknown,company_603,"Queenstown, Central Singapore Community Development Council, Singapore",3 months ago,"Singapore, SG",Education,uknown,210,Education,"€54,802","['tableau', 'r', 'python']",54802,0,210
data scientist,midlevel,remote,company_472,"Brookfield, WI . Fully Remote",7 days ago,"Seattle, WA, US",Healthcare,Private,"3,810",Private,"€59,552 - €138,317","['aws', 'r', 'python', 'sql', 'machine learning']",59552138317,0,3810
data scientist,senior,hybrid,company_607,"Yonkers, New York, United States . Hybrid",17 hours ago,"Yonkers, NY, US",Healthcare,Private,683,Private,"€120,568 - €134,268",[],1.21E+11,0,683
data scientist,senior,hybrid,company_608,"Berlin, Berlin, Germany . Hybrid",a month ago,"Berlin, DE",Technology,Private,"8,350",Private,"€86,270 - €119,421","['scala', 'spark', 'machine learning', 'python']",86270119421,0,8350
data scientist,lead,hybrid,company_609,"Golden Valley, MN . Austin, TX . Hybrid",7 days ago,"Austin, TX, US",Technology,Public,"4,770",Public,"€119,819 - €178,753","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'keras', 'azure', 'tensorflow']",1.20E+11,0,4770
data scientist,senior,hybrid,company_610,"Chicago, IL . Hybrid",5 days ago,"Chicago, IL, US",Technology,Private,"51,270",Private,"€83,821","['git', 'r', 'python', 'sql', 'machine learning', 'deep learning']",83821,0,51270
data scientist,senior,remote,company_611,Fully Remote,22 days ago,"Denver, CO, US",Technology,Public,"2,540",Public,"€137,006 - €200,939",[],1.37E+11,0,2540
data scientist,senior,uknown,company_614,Ukraine,14 days ago,"Austin, TX, US",Technology,Private,"10,270",Private,"€65,768","['amazon', 'pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",65768,0,10270
data scientist,lead,remote,company_615,Fully Remote,a month ago,"New York, NY, US",Healthcare,Private,180,Private,"€173,536 - €200,936",[],1.74E+11,0,180
data scientist,Uknown,on-site,company_383,"Barcelona, Spain . On-site",a month ago,"Milano, IT",Technology,Private,"3,780",Private,"€46,527 - €76,221",[],4652776221,0,3780
data scientist,Uknown,hybrid,company_624,Hybrid,a month ago,"Paris, IDF, FR",Technology,Private,180,Private,"€39,254 - €58,876",[],3925458876,0,180
data scientist,senior,remote,company_625,Fully Remote,6 months ago,"San Francisco, CA, US",Energy,Private,90,Private,"€141,572 - €168,972",[],1.42E+11,0,90
data scientist,midlevel,on-site,company_631,"San Francisco, CA",21 days ago,"Santa Monica, CA, US",Technology,Public,"9,300",Public,"€130,666 - €241,896","['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']",1.31E+11,0,9300
data scientist,midlevel,on-site,company_634,"Rockville, MD",a month ago,"Brentford, GB",Healthcare,Public,"106,370",Public,"€124,333 - €207,218","['machine learning', 'r', 'python']",1.24E+11,0,106370
data scientist,senior,hybrid,company_423,"New York, NY . Hybrid",2 months ago,"New York, NY, US",Technology,Private,500,Private,"€109,603 - €118,736",[],1.10E+11,0,500
data scientist,lead,on-site,company_057,"Seattle, WA",7 days ago,"Seattle, WA, US",Retail,Public,"157,150",Public,"€120,567","['python', 'sql', 'machine learning', 'azure', 'tableau']",120567,0,157150
data scientist,senior,remote,company_638,United States,7 days ago,"Chicago, IL, US",Technology,Private,960,Private,"€109,600 - €118,733","['spark', 'aws', 'git', 'r', 'python', 'powerbi', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'matplotlib', 'tableau']",1.10E+11,0,960
data scientist,lead,on-site,company_640,United States,14 days ago,"Coraopolis, PA, US",Retail,Public,"50,040",Public,"€86,958","['pytorch', 'spark', 'python', 'machine learning', 'deep learning', 'azure', 'tensorflow']",86958,0,50040
data scientist,senior,remote,company_642,Fully Remote,2 days ago,"Boston, MA, US",Healthcare,Private,360,Private,"€109,606 - €146,139",[],1.10E+11,0,360
data scientist,senior,hybrid,company_643,"Minneapolis, MN . Hybrid",7 days ago,"Sugar Land, TX, US",Healthcare,Private,751,Private,"€103,871","['sql', 'machine learning', 'r', 'python']",103871,0,751
data scientist,Uknown,hybrid,company_645,Hybrid,a year ago,"Berkeley, CA, US",Technology,Private,180,Private,"€137,003 - €173,536",[],1.37E+11,0,180
data scientist,senior,remote,company_647,"India, Bengaluru . Fully Remote",5 days ago,"London, GB",Technology,Private,900,Private,"€39,026",[],39026,0,900
machine learning engineer,senior,on-site,company_653,"Colorado Springs, CO",14 days ago,"Huntsville, AL, US",Technology,Private,"1,040",Private,"€109,608 - €127,875","['pytorch', 'scikit-learn', 'machine learning', 'tensorflow']",1.10E+11,0,1040
data scientist,senior,hybrid,company_654,"San Francisco, CA . Hybrid",21 days ago,"San Francisco, CA, US",Technology,Private,780,Private,"€146,135 - €196,368",[],1.46E+11,0,780
data scientist,senior,uknown,company_254,"Chicago, IL",7 days ago,"South Bend, IN, US",Healthcare,Public,"2,540",Public,"€63,942 - €86,775","['powerbi', 'r', 'python', 'sql', 'database', 'hadoop', 'tableau']",6394286775,0,2540
data scientist,senior,on-site,company_662,On-site,13 days ago,"Redwood City, CA, US",Technology,Private,600,Private,"€147,968",[],147968,0,600
data scientist,Uknown,hybrid,company_645,Hybrid,3 years ago,"Berkeley, CA, US",Technology,Private,180,Private,"€137,005 - €173,538",[],1.37E+11,0,180
data scientist,Uknown,on-site,company_665,"South San Francisco, California, United States . On-site",2 months ago,"San Francisco, CA, US",Technology,Private,45,Private,"€159,835 - €182,668",[],1.60E+11,0,45
data scientist,senior,uknown,company_666,"Singapore, Singapore",a month ago,SG,Technology,uknown,"6,040",Education,"€80,624",['database'],80624,0,6040
data scientist,lead,on-site,company_668,"Sacramento, California, United States . Jacksonville, Florida, United States . Austin, Texas, United States . Mexico City, Mexico . Ottawa, Ontario, Canada + 17 More . On-site",2 months ago,"San Francisco, CA, US",Technology,Private,420,Private,"€218,288",[],218288,0,420
data scientist,Uknown,on-site,company_670,"Annapolis Junction, Maryland, United States . On-site",7 days ago,"Herndon, VA, US",Technology,Private,57,Private,"€45,667 - €264,871",[],45667264871,0,57
data scientist,senior,remote,company_675,Fully Remote,2 months ago,"El Segundo, CA, US",Technology,Private,45,Private,"€141,574 - €182,674",[],1.42E+11,0,45
data scientist,senior,hybrid,company_216,United States . Hybrid,4 days ago,"Boston, MA, US",Technology,Public,"3,050",Public,"€130,609 - €209,155","['pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",1.31E+11,0,3050
data scientist,senior,uknown,company_678,"Fort Huachuca, AZ . Fort Huachuca, Arizona, United States",22 days ago,"Herndon, VA, US",Technology,Private,"5,060",Private,"€60,287 - €96,820",[],6028796820,0,5060
data scientist,senior,on-site,company_680,"Richmond, VA",8 days ago,"Plano, TX, US",Technology,Private,"2,300",Private,"€91,334 - €109,600","['git', 'r', 'python', 'sql', 'machine learning']",91334109600,0,2300
data scientist,senior,uknown,company_678,"Ashburn, VA",21 days ago,"Herndon, VA, US",Technology,Private,"5,030",Private,"€160,753 - €257,566","['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tableau']",1.61E+11,0,5030
data scientist,lead,uknown,company_685,"New York, NY",6 months ago,"New York, NY, US",Technology,Private,"2,060",Private,"€79,654 - €125,307","['spark', 'aws', 'python', 'sql', 'machine learning']",79654125307,0,2060
data scientist,senior,on-site,company_689,Greater Milwaukee,8 days ago,"Green Bay, WI, US",Retail,Public,"4,760",Public,"€94,111 - €161,332","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure', 'tableau']",94111161332,0,4760
data scientist,lead,uknown,company_488,"Boston, MA",23 days ago,"Boston, MA, US",Healthcare,uknown,"4,270",Nonprofit,"€149,604 - €182,849","['r', 'python', 'sql', 'machine learning', 'tableau']",1.50E+11,0,4270
data scientist,senior,hybrid,company_690,"Maplewood, MN . Hybrid",7 days ago,"Maplewood, MN, US",Healthcare,Public,"22,030",Public,"€146,393 - €178,925","['machine learning', 'r', 'python']",1.46E+11,0,22030
data scientist,senior,uknown,company_694,"San Francisco, CA",2 days ago,"San Francisco, CA, US",Finance,Private,90,Private,"€200,936 - €264,868","['amazon', 'machine learning']",2.01E+11,0,90
data scientist,senior,hybrid,company_697,"Austin, TX . Hybrid",14 days ago,"Austin, TX, US",Technology,Private,330,Private,"€109,606 - €146,139","['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'airflow', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib', 'tableau']",1.10E+11,0,330
data scientist,senior,hybrid,company_521,"San Francisco, CA . Hybrid",4 days ago,"San Francisco, CA, US",Technology,Private,524,Private,"€164,408 - €182,674","['sql', 'machine learning', 'python']",1.64E+11,0,524
data scientist,junior,remote,company_702,"Dallas, TX",14 days ago,"Dallas, TX, US",Healthcare,uknown,"2,840",Nonprofit,"€43,700","['machine learning', 'r', 'python']",43700,0,2840
data scientist,lead,uknown,company_704,"Elsbethen, Salzburg, Austria",7 days ago,"Fuschl am See, AT",Energy,Private,"13,070",Private,"€29,498","['sql', 'git', 'r', 'python']",29498,0,13070
data scientist,Uknown,on-site,company_705,"San Francisco, CA . On-site",13 days ago,"San Francisco, CA, US",Technology,Private,90,Private,"€131,528 - €175,367",[],1.32E+11,0,90
data scientist,lead,hybrid,company_706,"Los Angeles, CA . Hybrid",a month ago,"Los Angeles, CA, US",Technology,Private,150,Private,"€104,128 - €192,721",[],1.04E+11,0,150
